App,Description,Rating,Number of ratings,Price,Dangerous permissions count,Safe permissions count,Class,Package,Related apps
TD Ameritrade Mobile,"TD Ameritrade Mobile ??? formerly iStockManager ??? gives you the freedom you need to stay on top of your account wherever you are. It???s focused on the essentials and ideal for users of the <a href=""http://www.google.com/url?q=http://tdameritrade.com&usg=AFQjCNHFz_B-9GtHI25qRgHuac7hMELFfQ"" target=""_blank"">tdameritrade.com</a> web site. Use it for on-the-go access to equity and option trading, streaming quotes, real-time balances and positions, news and more.  <p>Features: <br>-  Real-time streaming quotes<br>-  Charts<br>-  Level II quotes<br>-  Option chains<br>-  Market data<br>-  Trade stocks and options<br>-  Order status<br>-  News<br>-  Account information<br>-  Balances and positions<br>-  Transaction history<br>-  Much more!<p><br>What???s New<p>- iStockManager is now TD Ameritrade Mobile<br>- Use the new feedback link to share your thoughts ??? we???ll keep improving the app based on what you tell us!<p>Options involve risks and are not suitable for all investors.<br>Access to real-time market data is conditioned on acceptance of the exchange agreements. Professional access differs and subscription fees may apply. <p>Brokerage services provide exclusively by TD Ameritrade Inc., member FINRA/SIPC/NFA.",4.1,2125,0.0,2,1,1,com.istockmanager.android,"['com.kit.stockCharter', 'com.jw.EquityOptCalc', 'com.cg3.android.rsisolver', 'com.MobileAnarchy.Android.PivotCalculator']"
US Economy,"A collection of economic charts, updated real-time and with explanations.<p>A comprehensive collection of significant economic graphs and charts, updated real-time and with explanations, to give you a view into the health of the US and global economy.<p>Includes a lively discussion about the state of the US and world economy, including policy, politics, healthcare, incentives, wars, illicit drugs, debts and finance, and more.<p>Also includes deep integration with Groupick Polls, a way to quickly poll the US Economy population to get instant feedback on their point of view of the economy.<p>Charts include the US national debt, deficit, stock indices, S&P 500, mortgage rates, inflation, housing, gas prices, interest rates, currency, and more.",4.2,705,0.0,5,1,0,com.jsdfproductions.usnationaldebt,"['com.mayosmith.InflationMaster', 'com.jj.android.usdebtclock', 'com.example2.Econ', 'com.businesscompassllc.bondcalculatorbasic']"
CFACU,"CFACU<p>V1.0.1 - Added support for Gengerbread and fixed few bugs.<p>The CFACU mobile banking application allows members to access their accounts from their mobile device and find Shared Branching & ATM locations.<br>App can also found by Searching words like,<br>Mobile, Banking, Clyde-Findlay, Clyde, Findlay, Credit Union, CFACU, CU, Finance.",3.0,3,0.0,7,1,1,com.infostretch.activity.clydefindlay,"['com.softek.ofxclmobile.financialpartnerscu', 'pl.mobiltek.igetin.android', 'palmagent.HTAgent', 'com.reliancemutual.reliancemf']"
Reverse RSI(2) Solver,"The only tool that will compute future stock close prices based on RSI(2) levels<p>The Solver accepts a stock or ETF symbol and computes the target prices corresponding to specific RSI(2) values. It also gives you the closing price for the previous trading day, and the RSI(2) value based on that close. Use this tool if you trade stocks or ETFs with the 2-period RSI as part of your entry and exit strategy.",4.8,12,0.0,1,0,1,com.cg3.android.rsisolver,"['com.missingsteps.technicals', 'com.MobileAnarchy.Android.PivotCalculator', 'demo.com.amarphadke.stocks.activity', 'com.apptasy.smartrend.free']"
FX TS2 Mobile by FXCM Japan,"Multi functional Forex trading Tool.<br>Signup practice account, Now!<p>Currency Anytime, Anywhere.<br>The best Forex trading tool for Android ever!<p>KEY FEATURE:<br>- Great Real Time Charts<br>- Live Streaming Rates<br>- Place Market and Entry Orders<br>- Close Positions<br>- Manage Live Positions<br>- Monitor Balance And Margin Levels<br>- Forex News<br>- Trading Reports<p>*Menu: English<br>*news & support: Japanese",3.4,96,0.0,1,2,1,jp.co.fxcm.trade,"['jp.emcom.adv.MinFX', 'jp.hirosefx.lionfx.anfx', 'jp.emcom.adv.SpotBoard', 'okasan.com.fxmobile']"
TD Ameritrade Mobile Trader,"TD Ameritrade Mobile Trader ??? for the sophisticated trader on the move.<br>Trade stocks, options, futures, and forex with TD Ameritrade Mobile Trader ??? formerly TD Ameritrade Mobile  ??? for your Android device.  Our technology gives you mobile trading power, including a new interactive market calendar and event notifications, along with a wide range of features: <br>???    Touch to trade stock, options, ETFs, futures and forex(1)<br>???    Scan charts with over 180 chart studies<br>???    Create and modify complex orders quickly and easily <br>???    Live streaming news<br>???    Real-time quotes(2)<br>???    Track and modify orders and alerts<br>???    Manage positions <br>???    View risk and performance metrics <br>???    Streaming audio with ShadowTrader<br>???    Test strategies with paperMoney??<p>Market volatility, volume, and system availability may delay account access and trade executions.<br>(1)Options are not suitable for all investors. The risk of loss in trading securities, options, futures and forex can be substantial. Clients must consider all relevant risk factors, including their own personal financial situation, before trading.<br>(2)Access to real-time market data is conditioned on acceptance of the exchange agreements. Professional access differs and subscription fees may apply. <br>Research provided by unaffiliated third-party sources is deemed reliable by TD Ameritrade. However, TD Ameritrade does not guarantee accuracy and completeness, and makes no warranties with respect to results to be obtained from use. Past performance does not guarantee future results.<br>The paperMoney software application is for educational purposes only. Successful virtual trading during one time period does not guarantee successful investing of actual funds during a later time period as market conditions change continuously.",2.6,1162,0.0,1,1,0,com.devexperts.tdmobile.platform.android.ameritrade,"['com.msf.opx', 'com.MobileAnarchy.Android.PivotCalculator', 'com.cousinHub.Nasdaq100', 'com.cg3.android.rsisolver']"
iOCBC TradeMobile,"&quot;Enjoy Smarter Trading on the go with iOCBC TradeMobile. Search for iOCBC and download today!&quot;<p>iOCBC TradeMobile on Android is OCBC Securities??? latest addition to our suite of electronic trading services. It allows you to trade on the move and access timely information 24/7.<p>What???s more? With iOCBC TradeMobile, you can trade in local and foreign markets such as HKEX, Bursa Malaysia, NYSE, LSE and many more!<p>Below are some other facilities available for your trading pleasure:<p>1. Access the Top 20 stocks in volume, gainers and losers<br>2. Monitor your favourite stocks in your Watchlists<br>3. Access Sectorial Indices & Market Summary<br>4. Access the latest price quotes<br>5. Check the latest status of your orders<br>6. View your past orders up to 6 days<br>7. Single ID and Password to access multiple trading accounts<br>8. Advanced Stock Search function to enable you locate the stock that you want<p>You are able to log into iOCBC TradeMobile as long as you have an OCBC Securities Trading account with online access. If you wish to open an account with us, drop by OCBC <br>Securities or any OCBC Bank Branch today!",4.4,39,0.0,1,0,1,com.iocbc.trademobile,"['com.msf.ket', 'air.app.scb.breeze.android.main.sg.prod', 'com.si.android', 'com.Meowen.SharesCalc']"
Expense Notes: Expense Tracker,"Broke? why not note your expenses so you know where your money is going...<p>This simple application can help you track down your expenses. It has pie chart, trend chart, simple historical expense list, CSV import/export and it can also record expenses based on location. All free!<p>* Internet connection permission required for ads & Google Maps<br>* Access Location permission required to detect and save your expenses based on your current location<p>*Please send issues and/or suggestion to my email: <a href=""mailto:ripta.ramelan@gmail.com"" target=""_blank"">ripta.ramelan@gmail.com</a>. I can response faster that way.<p>Search Keyword: expense tracker, budget, notes, note, cash, cashbook, spend, money, money tracker, daily, monthly",4.4,380,0.0,4,1,0,com.gupta.expense,"['com.ejc.cug', 'com.moneyowl', 'com.handylogs.money', 'com.andtek.just.expenses']"
US Government Grants,Daily List of US Government Grants<br>Free Money from the US Government,1.8,10,0.0,2,2,1,org.me.androidgrants,"['com.ways.make.money.adzoone', 'com.doublesky.mygoals', 'air.freegrantmoney', 'com.dreamstep.wScholarshipGrantsToday']"
Fred Loya Insurance,"&quot;Success is measured not only in profits, but by integrity as well.&quot;<br>-Fred Loya<p>Everything about your insurance is just a tap away. Experience the convenience of accessing your Fred Loya insurance information around the clock for your Android Phone!<p>Features for Everyone:<p>1.Register New Policy or Login to Access it Directly.<br>2..View Policy:State wise view of your policy.<br>3.Location Finder - Search by Zip Code and contact an agent near you or at a different location to discuss your insurance needs. <br>4.Payment :Pay your policy premium with credit card,debit card or your checking A/c.<br>5.Access complete Fred Loya Website.",4.8,27,0.0,1,0,0,com.gp.fredloya,"['com.ifs.mobilebanking.fiid3500', 'com.phillyandroid.tipcalc']"
LiteForex Trading Terminal,"Forex Trading Terminal<p>LiteForex provides software solutions to using Metatrader 4 trading system for Android. LiteForex MT4 for Android is featuring important functionalities for traders such as real-time quotes updates, instant execution, market execution, pending order, scrollable chart from M1 to Monthly.",4.1,25,0.0,1,0,1,com.liteforex.trader,"['com.millenium.trader', 'com.insta.trader', 'com.xogee.trader', 'fxopen.mobile.trader']"
Hello Expense,"A simple expense tracking app that allows you to easily and quickly enter expenses/incomes, slice and dice the data, and export to CSV.  Features include:<br>??? Expenses/income<br>??? Custom category & currency<br>??? Multi-currency and mileage<br>??? View by category, day, week, or month<br>??? Category pie chart<br>??? Line graphs<br>??? Csv, qif export<br>??? Backup/restore<br>??? Bluetooth sync (beta)",4.4,1189,0.0,3,1,0,com.helloexpense,"['uk.co.kitefamily.android.expenses', 'com.fryit.snapexpense', 'com.funkyandroid.banking.android.expenses.demo', 'com.trulycanadian.ExpenseRecorder']"
U.S. National Debt Clock,Watch the U.S. National Debt grow.<br>Just refresh and it gets bigger. It's magic. ;),3.0,20,0.0,1,0,1,com.jj.android.usdebtclock,"['com.schuldenuhr', 'com.inventionspark.debt_calculator', 'com.debtclock.widget', 'com.wugland.nationaldebtwidget']"
Timesheet,"Timesheet - Manage your Time<p>Timesheet is for consultants that wants to keep track of their daily working hours per project, calculate salary and time based on hours and hourly rate. Also includes basic Expense and Mileage with VAT and final billing.<p>- Reporting on any period<br>- Day/Week/Month/Custom view<br>- Comments<br>- CSV export and email<br>- Backup/Restore<br>- Sdcard support<br>- Ad free<br>- Widget (unlimited functionality in paid version)<p>Paid version:<br>- Widget <br>- Expense/Mileage<br>- Overtime<br>- Daily rate<br>- Target time<br>- VAT<br>- Three different Themes<p>Info:<br>Please read Help and FAQ under Menu/Help and at <a href=""http://www.google.com/url?q=http://www.semlasoft.com&usg=AFQjCNHaAuldhw6Om4vaCdnxzuKyXm_11A"" target=""_blank"">www.semlasoft.com</a><br>Email me if you need help or want to report a bug, if you only give a Rating in Android Market I can't contact you or help you.<p>Note:<br>This is a traditional Timesheet application. This is not a punch in/out application. <br>Some features are not available in the free version, if you like my application you can buy the full version Timesheet2 for a small amount.<p>Id: timesheet worksheet salary time tracker worktime tracking consult vat bill zeiterfassung tidrapportering expense mileage tid rapportering",4.2,906,0.0,2,1,0,com.unidevsolutions.timesheet,"['co.billbot.app', 'com.cwesoftware.salary', 'si.matejpikovnik.workinghours', 'pay.checker']"
